MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,TotalSF,HouseAge,RemodAge,TotalBath,TotalRooms,GarageAge,HasPool,HasFence,HasMisc,SF_Qual,LivArea_Bedroom,beforeCrisis,inCrisis,afterCrisis,Season,Neighborhood_MeanPrice,Cluster,SalePrice
0.4197567014295451,3,-0.07737248185693167,-0.10082316523375565,1,1,3,3,0,4,0,5,2,2,0,5,0.6530022888500104,-0.5074045507303273,1.0476295870554966,0.8978529245476607,1,0,12,13,1,1.225588547610764,1.0787937317072036,-0.19407277102839007,2,0.6359829569391149,-0.00944762257130428,-0.6485118625511279,2,0.7854869712894195,5,-0.36284682030231424,-0.3245413807877693,-0.4486192007018191,1,0.8867040364494319,1,4,-0.7781468702334615,1.1995117599115572,0.5748255468838106,1.0903239499210398,-0.25095677765599966,0.7865641354075178,1.234732034375996,0.17099148453603308,-0.20065623116636214,0.7441008507880502,0.9952586459540147,0.22383285924021606,-0.9244574447853474,-0.9775925447757293,1,0.24749376429812403,2,0.30840035209487454,0.35410904689702943,0.2714544659116338,0.2645184056333281,2,-0.9437681136177747,0.8350746755565096,-0.4278922815808827,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,1,-1.5543661445792154,0.1570014324372932,8,4,0.18271095000448007,-1.039296430477372,-0.8880887234206284,1.5952180868669892,0.7704313506944785,-0.8060860532536364,-0.06154574548966636,-0.49302166531841946,-0.19330428873334557,0.4425737224673609,0.42515988953809897,1,1,0,3,0.0,0.23742834569963814,12.24769911637256
-1.1196366687027537,3,0.5375259975364075,0.15047074151777146,1,1,3,3,0,2,0,24,1,2,0,2,-0.05965277367255829,2.186738009158389,0.15612272509283262,-0.3943991862438569,1,0,8,8,2,-0.792747737983313,-0.6749279740310552,-0.19407277102839007,1,0.6359829569391149,-0.00944762257130428,2.0746106324781213,0,0.8947032590689774,5,-0.36284682030231424,0.015138824181086617,0.49988960011888417,1,0.8867040364494319,1,4,0.43208844183144013,-0.862256942297669,-0.3685527211219791,-0.8185615239647445,3.8975043152578945,0.7865641354075178,-0.7548997401989229,0.17099148453603308,-0.20065623116636214,-0.7706016492448865,-0.28533237278619866,0.22383285924021606,0.6287376281537231,0.6840297689392858,1,0.23962443191039556,2,0.30840035209487454,-0.05595082476195244,0.2714544659116338,0.2645184056333281,2,1.2561088642605194,-1.0819880436647524,-0.4278922815808827,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,1,-0.44808048214369506,-0.6032297561918681,8,4,0.12952464344695563,-0.18205728125028592,0.3564703599721718,0.35338053226229593,-0.13861839116927588,0.2097314460177624,-0.06154574548966636,-0.49302166531841946,-0.19330428873334557,0.10788629645915403,-0.00994996553151317,1,1,0,1,0.0,-1.1398923064684123,12.109016442313738
0.4197567014295451,3,0.05609464186975603,0.46283838125208615,1,1,0,3,0,4,0,5,2,2,0,5,0.6530022888500104,-0.5074045507303273,0.9815920417249289,0.8499917352590861,1,0,12,13,1,1.1532118327440926,1.0787937317072036,-0.19407277102839007,2,0.6359829569391149,-0.00944762257130428,0.5564890377422218,2,0.660411530854264,5,-0.36284682030231424,0.2412628622471253,-0.2991005720010186,1,0.8867040364494319,1,4,-0.5533864501191079,1.2037682382938366,0.7098751096733694,1.0903239499210398,-0.25095677765599966,0.7865641354075178,1.234732034375996,0.17099148453603308,-0.20065623116636214,0.7441008507880502,-0.28533237278619866,0.22383285924021606,0.6287376281537231,0.6840297689392858,1,0.24691449737464113,2,0.30840035209487454,0.6336953230281535,0.2714544659116338,0.2645184056333281,2,-0.9437681136177747,0.6650974274200587,-0.4278922815808827,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,1,1.026967067770332,0.1570014324372932,8,4,0.35391697275166106,-0.9733549574599037,-0.8402210663670591,1.5952180868669892,-0.13861839116927588,-0.6315122196186783,-0.06154574548966636,-0.49302166531841946,-0.19330428873334557,0.5467599912010316,0.48744354609349905,1,1,0,0,0.0,0.23742834569963814,12.317171167298682
0.6389050646790088,3,-0.31391331991624066,0.14018636981908505,1,1,0,3,0,0,0,6,2,2,0,5,0.6530022888500104,-0.5074045507303273,-1.858022407489482,-0.6815663219753052,1,0,13,15,2,-0.792747737983313,-0.6749279740310552,-0.19407277102839007,0,-0.8056113816903712,3.4330298518477442,-0.6485118625511279,0,0.3891778815831176,5,-0.36284682030231424,0.35787822104181016,-0.6822420580468199,1,-0.15721448788420866,1,4,-0.4174655858192643,1.1623332278254719,0.5875126422224627,1.0903239499210398,-0.25095677765599966,-1.0273871737008007,-0.7548997401989229,0.17099148453603308,-0.20065623116636214,0.7441008507880502,0.354963136583908,0.22383285924021606,0.6287376281537231,1.2379038735109575,5,0.24604451104463954,3,1.6227088701600194,0.7921275461691236,0.2714544659116338,0.2645184056333281,2,-0.9437681136177747,0.5825641418494353,2.736681629988472,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,1,-1.5543661445792154,-1.3634609448210295,8,0,0.06373898963555012,1.7961869092737588,0.595808645240018,-0.2675382450400507,0.31590647976260133,-0.560038054070374,-0.06154574548966636,-0.49302166531841946,-0.19330428873334557,0.3701730569627403,0.4310111092063645,1,1,0,3,0.0,0.23742834569963814,11.849404844423074
0.4197567014295451,3,0.6822535744679489,0.9297883004966514,1,1,0,3,0,2,0,15,2,2,0,5,1.3656573513725794,-0.5074045507303273,0.948573269059645,0.7542693566819366,1,0,12,13,1,1.4462417283109696,1.0787937317072036,-0.19407277102839007,2,0.6359829569391149,-0.00944762257130428,1.4114507825890215,2,0.7603656640914425,5,-0.36284682030231424,0.30602045237752507,0.22655085702523325,1,0.8867040364494319,1,4,0.12871690460192095,1.2634150195865355,1.354555992235069,1.0903239499210398,-0.25095677765599966,0.7865641354075178,1.234732034375996,1.3866992343470974,-0.20065623116636214,0.7441008507880502,1.6355541553241213,0.22383285924021606,0.6287376281537231,0.6840297689392858,1,0.24662464686865254,2,1.6227088701600194,1.6961231723264245,0.2714544659116338,0.2645184056333281,2,1.0871740120651814,0.9816329348961458,-0.4278922815808827,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,1,2.1332527302058524,0.1570014324372932,8,4,1.0352405717907063,-0.9403842209511697,-0.7444857522599206,1.5952180868669892,1.679481092558233,-0.560038054070374,-0.06154574548966636,-0.49302166531841946,-0.19330428873334557,1.2232461818341414,1.196822299736796,1,1,0,3,0.0,-0.4512319803843871,12.429220196836383
0.16128125554009892,3,0.7173711197778451,0.9096591147015344,1,1,0,3,0,4,0,11,2,2,0,0,-0.7723078361951271,-0.5074045507303273,0.717441860402658,0.514963410239063,1,0,12,13,2,-0.792747737983313,-0.6749279740310552,-0.19407277102839007,5,0.6359829569391149,-0.00944762257130428,-0.6485118625511279,2,0.7976047541748985,5,-0.36284682030231424,-0.7752808462073707,-0.5887929151088196,1,0.8867040364494319,1,4,-1.0046583920132464,1.0740721787110457,-0.13177197480235842,1.0903239499210398,-0.25095677765599966,-1.0273871737008007,1.234732034375996,-2.260424015086096,-0.20065623116636214,-0.7706016492448865,-0.9256278821563053,0.22383285924021606,-0.9244574447853474,-0.9775925447757293,1,0.24459162830263415,3,0.30840035209487454,0.03724460061508889,0.2714544659116338,0.2645184056333281,2,0.4893487289677705,0.5131063326792321,-0.4278922815808827,9.712784857089156,-0.30937662253360104,-0.050526247621454065,2,3,1.3957289552488388,0.9172326210664546,8,4,-0.375345292958798,-0.676618328881297,-0.45727980993850526,0.35338053226229593,-1.5021930039649076,-0.17410160621025106,-0.06154574548966636,2.028308430125778,5.173190965149534,-0.5569200568941269,-1.4738748465344846,1,1,1,0,0.0,-1.1398923064684123,11.870606902224587
-1.1196366687027537,3,0.34621825201189277,0.2473423066549558,1,1,3,3,0,4,0,21,2,2,0,2,1.3656573513725794,-0.5074045507303273,1.0806483597207803,0.9935753031248102,1,0,12,13,3,1.2056867115251302,1.0787937317072036,-0.19407277102839007,2,2.077577295568601,-0.00944762257130428,1.4114507825890215,2,1.0074538490193359,5,-0.36284682030231424,0.07372755841412708,1.4904505152616876,1,0.8867040364494319,1,4,1.3501802916587766,-0.862256942297669,0.5456304729844142,1.0903239499210398,-0.25095677765599966,0.7865641354075178,-0.7548997401989229,0.17099148453603308,-0.20065623116636214,0.7441008507880502,0.354963136583908,0.22383285924021606,0.6287376281537231,1.2379038735109575,1,0.2477831810043852,2,0.30840035209487454,0.7641689185560113,0.2714544659116338,0.2645184056333281,2,1.1961896004280912,0.8040963899430569,-0.4278922815808827,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,1,0.6582051802918252,-0.6032297561918681,8,4,1.0707172464643626,-1.10523790349484,-1.0316916945813361,0.9742993095646425,0.31590647976260133,-1.0521340524368985,-0.06154574548966636,-0.49302166531841946,-0.19330428873334557,1.2448338695887942,0.4116952441183478,1,1,0,2,0.0,-0.4512319803843871,12.634606283893019
0.4197567014295451,3,0.5251760300883227,0.3047001021941642,1,1,0,3,0,0,0,14,4,2,0,5,0.6530022888500104,0.390642969232578,0.05706640709698108,-0.5379827541095811,1,0,6,6,3,1.3026029693466252,-0.6749279740310552,-0.19407277102839007,1,0.6359829569391149,-0.00944762257130428,0.5564890377422218,0,0.8512184453245153,1,1.4976632789591307,-0.13063051710791165,0.13777417123413294,1,0.8867040364494319,1,4,0.0234832193302129,1.2424275521148707,1.1980650225527163,1.0903239499210398,-0.25095677765599966,0.7865641354075178,1.234732034375996,0.17099148453603308,-0.20065623116636214,-0.7706016492448865,0.354963136583908,0.22383285924021606,2.181932701092794,0.6840297689392858,1,0.23874343587826438,2,0.30840035209487454,0.055883685690497155,0.2714544659116338,0.2645184056333281,2,1.164797236451213,1.3905614381320461,2.637532685869396,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,3,1.7644908427273454,0.9172326210664546,8,4,0.8913131580544741,-0.017203598706615537,0.595808645240018,1.5952180868669892,0.31590647976260133,0.297832104558556,-0.06154574548966636,-0.49302166531841946,5.173190965149534,0.8737778381034669,0.7125842691921656,1,1,1,0,0.0,-0.4512319803843871,12.206077645517674
0.16128125554009892,4,-0.793205369545785,-0.7361547891829083,1,1,3,3,0,4,0,17,0,2,0,0,0.6530022888500104,-0.5074045507303273,-1.3297220448449405,-1.6387901077468,1,0,3,15,2,-0.792747737983313,-0.6749279740310552,-0.19407277102839007,0,-0.8056113816903712,-0.00944762257130428,-0.6485118625511279,5,-1.4159546979407507,5,-0.36284682030231424,0.6606531217406165,-0.22434125765061833,1,-0.15721448788420866,1,1,-0.22560311437495129,1.1607152246754269,0.6889378413327947,-0.8185615239647445,-0.25095677765599966,0.7865641354075178,-0.7548997401989229,-1.0447162652750313,4.394446826287815,-0.7706016492448865,0.9952586459540147,-1.0548149865118857,2.181932701092794,0.6840297689392858,5,0.2262669168307215,3,0.30840035209487454,-0.01867265461113591,-0.6283531616943385,0.2645184056333281,2,0.7970325540971678,-1.0819880436647524,2.5778199393623114,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,1,-0.8168423696222018,0.1570014324372932,8,0,0.3776493591416072,1.3345965981514816,1.6488971004185413,-0.2675382450400507,0.31590647976260133,0.7503996832242085,-0.06154574548966636,-0.49302166531841946,-0.19330428873334557,0.5612020342066628,-0.10293571881718058,1,1,0,1,0.0,0.23742834569963814,11.774527900858468
2.067490157508018,3,-0.8515084810027352,-0.3568215546144014,1,1,3,3,0,0,0,3,0,0,1,1,-0.7723078361951271,0.390642969232578,-1.0655718635226699,-1.6387901077468,1,0,8,8,2,-0.792747737983313,-0.6749279740310552,-0.19407277102839007,0,-0.8056113816903712,-0.00944762257130428,-0.6485118625511279,2,0.8480826009716845,5,-0.36284682030231424,-0.36118263880759527,-0.133228343286068,1,0.8867040364494319,1,4,-0.06217761664961115,-0.862256942297669,-0.860714506640022,1.0903239499210398,-0.25095677765599966,-1.0273871737008007,-0.7548997401989229,-1.0447162652750313,4.394446826287815,-0.7706016492448865,-0.9256278821563053,0.22383285924021606,2.181932701092794,0.6840297689392858,1,0.2286641755132483,2,-1.0059081659702702,-1.2441924983192294,0.9693994849126525,0.2645184056333281,2,-0.9437681136177747,-0.3344007026736745,-0.4278922815808827,-0.11285255955489673,-0.30937662253360104,-0.050526247621454065,4,1,-1.923128032057722,0.1570014324372932,8,4,-0.5126236989452082,1.070830706081609,1.6488971004185413,-0.2675382450400507,-1.0476681330330304,0.6847325383756437,-0.06154574548966636,-0.49302166531841946,-0.19330428873334557,-0.6404643618488389,-0.8176101027212024,1,1,0,3,0.0,-1.1398923064684123,11.678448377988165
